airline_code,airline_id,source_airport,source_airport_id,destination_airport,destination_airport_id,codeshare,stops,equipment
DY,3737.0,ARN,737,LGW,502,,0,73H
DY,3737.0,ARN,737,LLA,734,,0,73H
DY,3737.0,ARN,737,LPA,1054,,0,73H
DY,3737.0,ARN,737,MAN,478,,0,73H
DY,3737.0,ARN,737,MMX,708,,0,73H
DY,3737.0,ARN,737,MUC,346,,0,73H
DY,3737.0,ARN,737,NCE,1354,,0,73H
DY,3737.0,ARN,737,OAK,3453,Y,0,788
DY,3737.0,ARN,737,OLB,1520,,0,73H
DY,3737.0,ARN,737,ORY,1386,,0,73H
DY,3737.0,ARN,737,OSL,644,,0,73H 733
DY,3737.0,ARN,737,PMI,3998,,0,73H
DY,3737.0,ARN,737,PMO,1512,,0,73H
DY,3737.0,ARN,737,PRG,1587,,0,73H
DY,3737.0,ARN,737,PSA,1562,,0,73H
DY,3737.0,ARN,737,RIX,3953,,0,73H
DY,3737.0,ARN,737,SJJ,1646,,0,73H
DY,3737.0,ARN,737,SPU,1206,,0,73H
DY,3737.0,ARN,737,SXF,337,,0,73H
DY,3737.0,ARN,737,TLV,1590,,0,73H
DY,3737.0,ARN,737,UME,728,,0,73H
DY,3737.0,ARN,737,VAA,462,,0,73H
DY,3737.0,ARN,737,VCE,1551,,0,73H
DY,3737.0,ARN,737,VNO,3959,,0,73H
DY,3737.0,ATH,3941,ARN,737,,0,73H
DY,3737.0,ATH,3941,CPH,609,,0,73H
DY,3737.0,ATH,3941,HEL,421,,0,73H
DY,3737.0,ATH,3941,OSL,644,,0,73H
DY,3737.0,AYT,1688,BGO,636,,0,73H
DY,3737.0,AYT,1688,OSL,644,,0,73H
DY,3737.0,AYT,1688,TRD,665,,0,73H
DY,3737.0,AYT,1688,TRF,664,,0,73H
DY,3737.0,BCN,1218,ARN,737,,0,73H
DY,3737.0,BCN,1218,BGO,636,,0,73H
DY,3737.0,BCN,1218,CPH,609,,0,73H
DY,3737.0,BCN,1218,GOT,687,,0,73H
DY,3737.0,BCN,1218,HAM,342,,0,73H
DY,3737.0,BCN,1218,HEL,421,,0,73H
DY,3737.0,BCN,1218,LGW,502,,0,73H
DY,3737.0,BCN,1218,OSL,644,,0,73H
DY,3737.0,BCN,1218,SXF,337,,0,73H
DY,3737.0,BCN,1218,TRF,664,,0,73H
DY,3737.0,BCN,1218,WAW,679,,0,73H
DY,3737.0,BDU,640,OSL,644,,0,733
DY,3737.0,BEG,1739,ARN,737,,0,73H
DY,3737.0,BEG,1739,OSL,644,,0,733
DY,3737.0,BGO,636,AGP,1230,,0,73H
DY,3737.0,BGO,636,ALC,1212,,0,73H
DY,3737.0,BGO,636,ARN,737,,0,73H
DY,3737.0,BGO,636,AYT,1688,,0,73H
DY,3737.0,BGO,636,BCN,1218,,0,73H
DY,3737.0,BGO,636,CHQ,1474,,0,73H
DY,3737.0,BGO,636,CPH,609,,0,73H
DY,3737.0,BGO,636,DBV,1200,,0,73H
DY,3737.0,BGO,636,EDI,535,,0,73H
DY,3737.0,BGO,636,FCO,1555,,0,73H
DY,3737.0,BGO,636,JFK,3797,Y,0,788
DY,3737.0,BGO,636,KEF,16,,0,73H
DY,3737.0,BGO,636,KRK,669,,0,73H
DY,3737.0,BGO,636,LGW,502,,0,73H
DY,3737.0,BGO,636,LPA,1054,,0,73H
DY,3737.0,BGO,636,NCE,1354,,0,73H
DY,3737.0,BGO,636,ORY,1386,,0,73H
DY,3737.0,BGO,636,OSL,644,,0,73H 733
DY,3737.0,BGO,636,PMI,3998,,0,73H
DY,3737.0,BGO,636,PRG,1587,,0,73H
DY,3737.0,BGO,636,SVG,666,,0,73H
DY,3737.0,BGO,636,SXF,337,,0,73H
DY,3737.0,BGO,636,TRD,665,,0,73H
DY,3737.0,BGO,636,TRF,664,,0,73H
DY,3737.0,BIO,1216,OSL,644,,0,73H
DY,3737.0,BKK,3885,ARN,737,Y,0,788
DY,3737.0,BKK,3885,OSL,644,Y,0,788
DY,3737.0,BLL,608,ALC,1212,,0,73H
DY,3737.0,BLL,608,OSL,644,,0,733 73H
DY,3737.0,BOJ,1191,CPH,609,,0,73H
DY,3737.0,BOJ,1191,HEL,421,,0,73H
DY,3737.0,BOJ,1191,OSL,644,,0,73H
DY,3737.0,BOO,635,OSL,644,,0,73H
DY,3737.0,BTS,1745,OSL,644,,0,73H 733
DY,3737.0,BUD,1489,ARN,737,,0,73H
DY,3737.0,BUD,1489,CPH,609,,0,73H
DY,3737.0,BUD,1489,HEL,421,,0,73H
DY,3737.0,BUD,1489,LGW,502,,0,73H
DY,3737.0,BUD,1489,OSL,644,,0,733
DY,3737.0,CGN,344,AGP,1230,,0,73H
DY,3737.0,CGN,344,ALC,1212,,0,73H
DY,3737.0,CGN,344,LPA,1054,,0,73H
DY,3737.0,CGN,344,OSL,644,,0,73H
DY,3737.0,CGN,344,TFS,1056,,0,73H
DY,3737.0,CHQ,1474,ARN,737,,0,73H
DY,3737.0,CHQ,1474,BGO,636,,0,73H
DY,3737.0,CHQ,1474,CPH,609,,0,73H
DY,3737.0,CHQ,1474,HEL,421,,0,73H
DY,3737.0,CHQ,1474,OSL,644,,0,733
DY,3737.0,CPH,609,AAL,628,,0,73H AT7
DY,3737.0,CPH,609,AGP,1230,,0,73H
DY,3737.0,CPH,609,ALC,1212,,0,73H
DY,3737.0,CPH,609,AMS,580,,0,73H
DY,3737.0,CPH,609,ARN,737,,0,73H
DY,3737.0,CPH,609,ATH,3941,,0,73H
DY,3737.0,CPH,609,BCN,1218,,0,73H
DY,3737.0,CPH,609,BGO,636,,0,73H
DY,3737.0,CPH,609,BOJ,1191,,0,73H
DY,3737.0,CPH,609,BUD,1489,,0,73H
DY,3737.0,CPH,609,CHQ,1474,,0,73H
DY,3737.0,CPH,609,CTA,1509,,0,73H
DY,3737.0,CPH,609,DUB,599,,0,73H
DY,3737.0,CPH,609,EDI,535,,0,73H
DY,3737.0,CPH,609,FAO,1626,,0,73H
DY,3737.0,CPH,609,FCO,1555,,0,73H
DY,3737.0,CPH,609,FLL,3533,Y,0,788
DY,3737.0,CPH,609,HEL,421,,0,73H
DY,3737.0,CPH,609,JFK,3797,Y,0,788
DY,3737.0,CPH,609,KRK,669,,0,73H
DY,3737.0,CPH,609,KRP,612,,0,AT7
DY,3737.0,CPH,609,LAX,3484,Y,0,788
DY,3737.0,CPH,609,LGW,502,,0,73H
DY,3737.0,CPH,609,LIS,1638,,0,73H
DY,3737.0,CPH,609,LPA,1054,,0,73H
DY,3737.0,CPH,609,MAD,1229,,0,73H
DY,3737.0,CPH,609,MLA,1606,,0,73H
DY,3737.0,CPH,609,NCE,1354,,0,73H
DY,3737.0,CPH,609,ORY,1386,,0,73H
DY,3737.0,CPH,609,OSL,644,,0,73H 733
DY,3737.0,CPH,609,PMI,3998,,0,73H
DY,3737.0,CPH,609,PRG,1587,,0,73H
DY,3737.0,CPH,609,PSA,1562,,0,73H
DY,3737.0,CPH,609,RAK,1075,,0,73H
DY,3737.0,CPH,609,RIX,3953,,0,73H
DY,3737.0,CPH,609,SPU,1206,,0,73H
DY,3737.0,CPH,609,SXF,337,,0,73H
DY,3737.0,CPH,609,TLV,1590,,0,73H
DY,3737.0,CPH,609,TRD,665,,0,73H
DY,3737.0,CPH,609,VCE,1551,,0,73H
DY,3737.0,CPH,609,ZAG,1208,,0,73H
DY,3737.0,CTA,1509,ARN,737,,0,73H
DY,3737.0,CTA,1509,CPH,609,,0,73H
DY,3737.0,CTA,1509,LGW,502,,0,73H
DY,3737.0,DBV,1200,ARN,737,,0,73H
DY,3737.0,DBV,1200,BGO,636,,0,73H
DY,3737.0,DBV,1200,HEL,421,,0,73H
DY,3737.0,DBV,1200,LGW,502,,0,73H
DY,3737.0,DBV,1200,OSL,644,,0,73H
DY,3737.0,DBV,1200,TRD,665,,0,73H
DY,3737.0,DBV,1200,TRF,664,,0,73H
DY,3737.0,DUB,599,CPH,609,,0,73H
DY,3737.0,DUB,599,HEL,421,,0,73H
DY,3737.0,DUB,599,OSL,644,,0,73H
DY,3737.0,EDI,535,ARN,737,,0,73H
DY,3737.0,EDI,535,BGO,636,,0,73H
DY,3737.0,EDI,535,CPH,609,,0,73H
DY,3737.0,EDI,535,OSL,644,,0,73H
DY,3737.0,EVE,641,ALC,1212,,0,73H
DY,3737.0,EVE,641,OSL,644,,0,73H 733
DY,3737.0,EVE,641,TRD,665,,0,73H
DY,3737.0,FAO,1626,ARN,737,,0,73H
DY,3737.0,FAO,1626,CPH,609,,0,73H
DY,3737.0,FAO,1626,LGW,502,,0,73H
DY,3737.0,FAO,1626,OSL,644,,0,73H
DY,3737.0,FCO,1555,ARN,737,,0,73H
DY,3737.0,FCO,1555,BGO,636,,0,73H
DY,3737.0,FCO,1555,CPH,609,,0,73H
DY,3737.0,FCO,1555,GOT,687,,0,73H
DY,3737.0,FCO,1555,HEL,421,,0,73H
DY,3737.0,FCO,1555,LGW,502,,0,73H
DY,3737.0,FCO,1555,OSL,644,,0,73H 733
DY,3737.0,FLL,3533,ARN,737,Y,0,788
DY,3737.0,FLL,3533,CPH,609,Y,0,788
DY,3737.0,FLL,3533,OSL,644,Y,0,788
DY,3737.0,FUE,1051,LGW,502,,0,73H
DY,3737.0,GDN,668,OSL,644,,0,73H 733
DY,3737.0,GOT,687,AGP,1230,,0,73H
DY,3737.0,GOT,687,ALC,1212,,0,73H
DY,3737.0,GOT,687,ARN,737,,0,73H
DY,3737.0,GOT,687,BCN,1218,,0,73H
DY,3737.0,GOT,687,FCO,1555,,0,73H
DY,3737.0,GOT,687,LGW,502,,0,73H
DY,3737.0,GOT,687,NCE,1354,,0,73H
DY,3737.0,GVA,1665,OSL,644,,0,733
DY,3737.0,HAM,342,AGP,1230,,0,73H
DY,3737.0,HAM,342,ALC,1212,,0,73H
DY,3737.0,HAM,342,BCN,1218,,0,73H
DY,3737.0,HAM,342,LPA,1054,,0,73H
DY,3737.0,HAM,342,OSL,644,,0,73H
DY,3737.0,HAM,342,TFS,1056,,0,73H
DY,3737.0,HAU,645,OSL,644,,0,733 73H
DY,3737.0,HEL,421,AGP,1230,,0,73H
DY,3737.0,HEL,421,ALC,1212,,0,73H
DY,3737.0,HEL,421,ARN,737,,0,73H
DY,3737.0,HEL,421,ATH,3941,,0,73H
DY,3737.0,HEL,421,BCN,1218,,0,73H
DY,3737.0,HEL,421,BOJ,1191,,0,73H
DY,3737.0,HEL,421,BUD,1489,,0,73H
DY,3737.0,HEL,421,CHQ,1474,,0,73H
DY,3737.0,HEL,421,CPH,609,,0,73H
DY,3737.0,HEL,421,DBV,1200,,0,73H
DY,3737.0,HEL,421,DUB,599,,0,73H
DY,3737.0,HEL,421,FCO,1555,,0,73H
DY,3737.0,HEL,421,LGW,502,,0,73H
DY,3737.0,HEL,421,NCE,1354,,0,73H
DY,3737.0,HEL,421,ORY,1386,,0,73H
DY,3737.0,HEL,421,OSL,644,,0,73H
DY,3737.0,HEL,421,OUL,446,,0,73H
DY,3737.0,HEL,421,PMI,3998,,0,73H
DY,3737.0,HEL,421,PRG,1587,,0,73H
DY,3737.0,HEL,421,RVN,453,,0,73H
DY,3737.0,HEL,421,SPU,1206,,0,73H
DY,3737.0,IBZ,1225,LGW,502,,0,73H
DY,3737.0,JFK,3797,ARN,737,Y,0,788
DY,3737.0,JFK,3797,BGO,636,Y,0,788
DY,3737.0,JFK,3797,CPH,609,Y,0,788
DY,3737.0,JFK,3797,OSL,644,Y,0,788
DY,3737.0,JTR,1479,LGW,502,,0,73H
DY,3737.0,KBP,2939,OSL,644,,0,73H
DY,3737.0,KEF,16,BGO,636,,0,73H
DY,3737.0,KEF,16,OSL,644,,0,733
DY,3737.0,KKN,649,OSL,644,,0,733
DY,3737.0,KRK,669,ARN,737,,0,73H
DY,3737.0,KRK,669,BGO,636,,0,73H
DY,3737.0,KRK,669,CPH,609,,0,73H
DY,3737.0,KRK,669,OSL,644,,0,73H
DY,3737.0,KRK,669,SVG,666,,0,73H
DY,3737.0,KRK,669,TRD,665,,0,73H
DY,3737.0,KRN,724,ARN,737,,0,73H
DY,3737.0,KRP,612,CPH,609,,0,AT7
DY,3737.0,KRS,638,OSL,644,,0,733 73H
DY,3737.0,KSD,5595,ALC,1212,,0,73H
DY,3737.0,LAX,3484,ARN,737,Y,0,788
DY,3737.0,LAX,3484,CPH,609,Y,0,788
DY,3737.0,LCA,1197,ARN,737,,0,73H
DY,3737.0,LCA,1197,LGW,502,,0,73H
DY,3737.0,LCA,1197,OSL,644,,0,73H
DY,3737.0,LED,2948,OSL,644,,0,73H
DY,3737.0,LGW,502,AAL,628,,0,73H
DY,3737.0,LGW,502,ACE,1055,,0,73H
DY,3737.0,LGW,502,AES,630,,0,73H
DY,3737.0,LGW,502,AGP,1230,,0,73H
DY,3737.0,LGW,502,ALC,1212,,0,73H
DY,3737.0,LGW,502,ARN,737,,0,73H
DY,3737.0,LGW,502,BCN,1218,,0,73H
DY,3737.0,LGW,502,BGO,636,,0,73H
DY,3737.0,LGW,502,BUD,1489,,0,73H
DY,3737.0,LGW,502,CPH,609,,0,73H
DY,3737.0,LGW,502,CTA,1509,,0,73H
DY,3737.0,LGW,502,DBV,1200,,0,73H
DY,3737.0,LGW,502,FAO,1626,,0,73H
DY,3737.0,LGW,502,FCO,1555,,0,73H
DY,3737.0,LGW,502,FUE,1051,,0,73H
DY,3737.0,LGW,502,GOT,687,,0,73H
DY,3737.0,LGW,502,HEL,421,,0,73H
DY,3737.0,LGW,502,IBZ,1225,,0,73H
DY,3737.0,LGW,502,JTR,1479,,0,73H
DY,3737.0,LGW,502,LCA,1197,,0,73H
DY,3737.0,LGW,502,LPA,1054,,0,73H
DY,3737.0,LGW,502,NCE,1354,,0,73H
DY,3737.0,LGW,502,OSL,644,,0,73H
DY,3737.0,LGW,502,PMI,3998,,0,73H
DY,3737.0,LGW,502,SPU,1206,,0,73H
DY,3737.0,LGW,502,SVG,666,,0,73H
DY,3737.0,LGW,502,TFS,1056,,0,73H
DY,3737.0,LGW,502,TOS,663,,0,73H
DY,3737.0,LGW,502,TRD,665,,0,73H
DY,3737.0,LGW,502,TRF,664,,0,73H
DY,3737.0,LIS,1638,CPH,609,,0,73H
DY,3737.0,LIS,1638,OSL,644,,0,73H
DY,3737.0,LLA,734,ARN,737,,0,73H
DY,3737.0,LPA,1054,ARN,737,,0,73H
DY,3737.0,LPA,1054,BGO,636,,0,73H
DY,3737.0,LPA,1054,CGN,344,,0,73H
DY,3737.0,LPA,1054,CPH,609,,0,73H
DY,3737.0,LPA,1054,HAM,342,,0,73H
DY,3737.0,LPA,1054,LGW,502,,0,73H
DY,3737.0,LPA,1054,MUC,346,,0,73H
DY,3737.0,LPA,1054,OSL,644,,0,73H
DY,3737.0,LPA,1054,SXF,337,,0,73H
DY,3737.0,LPA,1054,TRF,664,,0,73H
DY,3737.0,LYR,658,OSL,644,,0,73H
DY,3737.0,MAD,1229,CPH,609,,0,73H
DY,3737.0,MAN,478,ARN,737,,0,73H
DY,3737.0,MAN,478,OSL,644,,0,73H
DY,3737.0,MAN,478,SVG,666,,0,73H
DY,3737.0,MJV,1227,OSL,644,,0,733
DY,3737.0,MLA,1606,CPH,609,,0,73H
DY,3737.0,MLA,1606,OSL,644,,0,73H
DY,3737.0,MMX,708,ARN,737,,0,73H
DY,3737.0,MOL,651,ALC,1212,,0,73H
DY,3737.0,MOL,651,OSL,644,,0,733 73H
DY,3737.0,MUC,346,AGP,1230,,0,73H
DY,3737.0,MUC,346,ALC,1212,,0,73H
DY,3737.0,MUC,346,ARN,737,,0,73H
DY,3737.0,MUC,346,LPA,1054,,0,73H
DY,3737.0,MUC,346,OSL,644,,0,73H
DY,3737.0,MUC,346,TFS,1056,,0,73H
DY,3737.0,MXP,1524,OSL,644,,0,733 73H
DY,3737.0,NCE,1354,ARN,737,,0,73H
DY,3737.0,NCE,1354,BGO,636,,0,73H
DY,3737.0,NCE,1354,CPH,609,,0,73H
DY,3737.0,NCE,1354,GOT,687,,0,73H
DY,3737.0,NCE,1354,HEL,421,,0,73H
DY,3737.0,NCE,1354,LGW,502,,0,73H
DY,3737.0,NCE,1354,OSL,644,,0,73H
DY,3737.0,NCE,1354,TRD,665,,0,73H
DY,3737.0,NCE,1354,TRF,664,,0,73H
DY,3737.0,OAK,3453,ARN,737,Y,0,788
DY,3737.0,OLB,1520,ARN,737,,0,73H
DY,3737.0,ORY,1386,ARN,737,,0,73H
DY,3737.0,ORY,1386,BGO,636,,0,73H
DY,3737.0,ORY,1386,CPH,609,,0,73H
DY,3737.0,ORY,1386,HEL,421,,0,73H
DY,3737.0,ORY,1386,OSL,644,,0,73H 733
DY,3737.0,OSL,644,AES,630,,0,733 73H
DY,3737.0,OSL,644,AGP,1230,,0,73H
DY,3737.0,OSL,644,AJA,1324,,0,73H
DY,3737.0,OSL,644,ALC,1212,,0,73H
DY,3737.0,OSL,644,ALF,632,,0,733
DY,3737.0,OSL,644,AMS,580,,0,73H
DY,3737.0,OSL,644,ARN,737,,0,73H 733
DY,3737.0,OSL,644,ATH,3941,,0,73H
DY,3737.0,OSL,644,AYT,1688,,0,73H
DY,3737.0,OSL,644,BCN,1218,,0,73H
DY,3737.0,OSL,644,BDU,640,,0,733
DY,3737.0,OSL,644,BEG,1739,,0,733
DY,3737.0,OSL,644,BGO,636,,0,73H 733
DY,3737.0,OSL,644,BIO,1216,,0,73H
DY,3737.0,OSL,644,BKK,3885,Y,0,788
DY,3737.0,OSL,644,BLL,608,,0,733 73H
DY,3737.0,OSL,644,BOJ,1191,,0,73H
DY,3737.0,OSL,644,BOO,635,,0,73H
DY,3737.0,OSL,644,BTS,1745,,0,73H 733
DY,3737.0,OSL,644,BUD,1489,,0,733
DY,3737.0,OSL,644,CGN,344,,0,73H
DY,3737.0,OSL,644,CHQ,1474,,0,733
DY,3737.0,OSL,644,CPH,609,,0,73H 733
DY,3737.0,OSL,644,DBV,1200,,0,73H
DY,3737.0,OSL,644,DUB,599,,0,73H
DY,3737.0,OSL,644,EDI,535,,0,73H
DY,3737.0,OSL,644,EVE,641,,0,73H 733
DY,3737.0,OSL,644,FAO,1626,,0,73H
DY,3737.0,OSL,644,FCO,1555,,0,73H 733
DY,3737.0,OSL,644,FLL,3533,Y,0,788
DY,3737.0,OSL,644,GDN,668,,0,73H 733
DY,3737.0,OSL,644,GVA,1665,,0,733
DY,3737.0,OSL,644,HAM,342,,0,73H
DY,3737.0,OSL,644,HAU,645,,0,733 73H
DY,3737.0,OSL,644,HEL,421,,0,73H
DY,3737.0,OSL,644,JFK,3797,Y,0,788
DY,3737.0,OSL,644,KBP,2939,,0,73H
DY,3737.0,OSL,644,KEF,16,,0,733
DY,3737.0,OSL,644,KKN,649,,0,733
DY,3737.0,OSL,644,KRK,669,,0,73H
DY,3737.0,OSL,644,KRS,638,,0,733 73H
DY,3737.0,OSL,644,LCA,1197,,0,73H
DY,3737.0,OSL,644,LED,2948,,0,73H
DY,3737.0,OSL,644,LGW,502,,0,73H
DY,3737.0,OSL,644,LIS,1638,,0,73H
DY,3737.0,OSL,644,LPA,1054,,0,73H
DY,3737.0,OSL,644,LYR,658,,0,73H
DY,3737.0,OSL,644,MAN,478,,0,73H
DY,3737.0,OSL,644,MJV,1227,,0,733
DY,3737.0,OSL,644,MLA,1606,,0,73H
DY,3737.0,OSL,644,MOL,651,,0,733 73H
DY,3737.0,OSL,644,MUC,346,,0,73H
DY,3737.0,OSL,644,MXP,1524,,0,733 73H
DY,3737.0,OSL,644,NCE,1354,,0,73H
DY,3737.0,OSL,644,ORY,1386,,0,73H 733
DY,3737.0,OSL,644,PLQ,3958,,0,733
DY,3737.0,OSL,644,PMI,3998,,0,73H
DY,3737.0,OSL,644,PRG,1587,,0,73H 733
DY,3737.0,OSL,644,PSA,1562,,0,73H
DY,3737.0,OSL,644,PUY,1203,,0,733
DY,3737.0,OSL,644,RAK,1075,,0,73H
DY,3737.0,OSL,644,RIX,3953,,0,733 73H
DY,3737.0,OSL,644,SPU,1206,,0,73H
DY,3737.0,OSL,644,SVG,666,,0,73H 733
DY,3737.0,OSL,644,SXF,337,,0,73H
DY,3737.0,OSL,644,SZZ,676,,0,733
DY,3737.0,OSL,644,TFS,1056,,0,73H
DY,3737.0,OSL,644,TLL,415,,0,733 73H
DY,3737.0,OSL,644,TOS,663,,0,73H 733
DY,3737.0,OSL,644,TRD,665,,0,733 73H
DY,3737.0,OSL,644,VCE,1551,,0,733
DY,3737.0,OSL,644,VIE,1613,,0,733
DY,3737.0,OSL,644,VNO,3959,,0,73H 733
DY,3737.0,OSL,644,WAW,679,,0,733 73H
DY,3737.0,OUL,446,ALC,1212,,0,73H
DY,3737.0,OUL,446,HEL,421,,0,73H
DY,3737.0,PLQ,3958,OSL,644,,0,733
DY,3737.0,PMI,3998,AAL,628,,0,73H
DY,3737.0,PMI,3998,ARN,737,,0,73H
DY,3737.0,PMI,3998,BGO,636,,0,73H
DY,3737.0,PMI,3998,CPH,609,,0,73H
DY,3737.0,PMI,3998,HEL,421,,0,73H
DY,3737.0,PMI,3998,LGW,502,,0,73H
DY,3737.0,PMI,3998,OSL,644,,0,73H
DY,3737.0,PMI,3998,TRF,664,,0,73H
DY,3737.0,PMO,1512,ARN,737,,0,73H
DY,3737.0,PRG,1587,ARN,737,,0,73H
DY,3737.0,PRG,1587,BGO,636,,0,73H
DY,3737.0,PRG,1587,CPH,609,,0,73H
DY,3737.0,PRG,1587,HEL,421,,0,73H
DY,3737.0,PRG,1587,OSL,644,,0,73H 733
DY,3737.0,PSA,1562,ARN,737,,0,73H
DY,3737.0,PSA,1562,CPH,609,,0,73H
DY,3737.0,PSA,1562,OSL,644,,0,73H
DY,3737.0,PUY,1203,OSL,644,,0,733
DY,3737.0,RAK,1075,CPH,609,,0,73H
DY,3737.0,RAK,1075,OSL,644,,0,73H
DY,3737.0,RIX,3953,ARN,737,,0,73H
DY,3737.0,RIX,3953,CPH,609,,0,73H
DY,3737.0,RIX,3953,OSL,644,,0,733 73H
DY,3737.0,RIX,3953,TRD,665,,0,73H
DY,3737.0,RVN,453,HEL,421,,0,73H
DY,3737.0,RYG,657,AGP,1230,,0,73H
DY,3737.0,RYG,657,ALC,1212,,0,73H
DY,3737.0,SJJ,1646,ARN,737,,0,73H
DY,3737.0,SPU,1206,ARN,737,,0,73H
DY,3737.0,SPU,1206,CPH,609,,0,73H
DY,3737.0,SPU,1206,HEL,421,,0,73H
DY,3737.0,SPU,1206,LGW,502,,0,73H
DY,3737.0,SPU,1206,OSL,644,,0,73H
DY,3737.0,SVG,666,AGP,1230,,0,73H
DY,3737.0,SVG,666,ALC,1212,,0,73H
DY,3737.0,SVG,666,BGO,636,,0,73H
DY,3737.0,SVG,666,KRK,669,,0,73H
DY,3737.0,SVG,666,LGW,502,,0,73H
DY,3737.0,SVG,666,MAN,478,,0,73H
DY,3737.0,SVG,666,OSL,644,,0,73H 733
DY,3737.0,SVG,666,SXF,337,,0,73H
DY,3737.0,SVG,666,WAW,679,,0,73H
DY,3737.0,SXF,337,ARN,737,,0,73H
DY,3737.0,SXF,337,BCN,1218,,0,73H
DY,3737.0,SXF,337,BGO,636,,0,73H
DY,3737.0,SXF,337,CPH,609,,0,73H
DY,3737.0,SXF,337,LPA,1054,,0,73H
DY,3737.0,SXF,337,OSL,644,,0,73H
DY,3737.0,SXF,337,SVG,666,,0,73H
DY,3737.0,SXF,337,TFS,1056,,0,73H
DY,3737.0,SXF,337,TRD,665,,0,73H
DY,3737.0,SZZ,676,OSL,644,,0,733
DY,3737.0,TFS,1056,CGN,344,,0,73H
DY,3737.0,TFS,1056,HAM,342,,0,73H
DY,3737.0,TFS,1056,LGW,502,,0,73H
DY,3737.0,TFS,1056,MUC,346,,0,73H
DY,3737.0,TFS,1056,OSL,644,,0,73H
DY,3737.0,TFS,1056,SXF,337,,0,73H
DY,3737.0,TKU,460,ALC,1212,,0,73H
DY,3737.0,TLL,415,OSL,644,,0,733 73H
DY,3737.0,TLV,1590,ARN,737,,0,73H
DY,3737.0,TLV,1590,CPH,609,,0,73H
DY,3737.0,TOS,663,ALC,1212,,0,73H
DY,3737.0,TOS,663,ALF,632,,0,733
DY,3737.0,TOS,663,LGW,502,,0,73H
DY,3737.0,TOS,663,OSL,644,,0,73H 733
DY,3737.0,TOS,663,TRD,665,,0,73H
DY,3737.0,TRD,665,AGP,1230,,0,73H
DY,3737.0,TRD,665,ALC,1212,,0,73H
DY,3737.0,TRD,665,AYT,1688,,0,73H
DY,3737.0,TRD,665,BGO,636,,0,73H
DY,3737.0,TRD,665,CPH,609,,0,73H
DY,3737.0,TRD,665,DBV,1200,,0,73H
DY,3737.0,TRD,665,EVE,641,,0,73H
DY,3737.0,TRD,665,KRK,669,,0,73H
DY,3737.0,TRD,665,LGW,502,,0,73H
DY,3737.0,TRD,665,NCE,1354,,0,73H
DY,3737.0,TRD,665,OSL,644,,0,73H 733
DY,3737.0,TRD,665,RIX,3953,,0,73H
DY,3737.0,TRD,665,SXF,337,,0,73H
DY,3737.0,TRD,665,TOS,663,,0,73H
DY,3737.0,TRD,665,TRF,664,,0,73H
DY,3737.0,TRF,664,AGP,1230,,0,73H
DY,3737.0,TRF,664,ALC,1212,,0,73H
DY,3737.0,TRF,664,AYT,1688,,0,73H
DY,3737.0,TRF,664,BCN,1218,,0,73H
DY,3737.0,TRF,664,BGO,636,,0,73H
DY,3737.0,TRF,664,DBV,1200,,0,73H
DY,3737.0,TRF,664,LGW,502,,0,73H
DY,3737.0,TRF,664,LPA,1054,,0,73H
DY,3737.0,TRF,664,NCE,1354,,0,73H
DY,3737.0,TRF,664,PMI,3998,,0,73H
DY,3737.0,TRF,664,TRD,665,,0,73H
DY,3737.0,UME,728,ALC,1212,,0,73H
DY,3737.0,UME,728,ARN,737,,0,73H
DY,3737.0,VAA,462,ARN,737,,0,73H
DY,3737.0,VCE,1551,ARN,737,,0,73H
DY,3737.0,VCE,1551,CPH,609,,0,73H
DY,3737.0,VCE,1551,OSL,644,,0,733
DY,3737.0,VIE,1613,OSL,644,,0,733
DY,3737.0,VNO,3959,ARN,737,,0,73H
DY,3737.0,VNO,3959,OSL,644,,0,73H 733
DY,3737.0,WAW,679,AGP,1230,,0,73H
DY,3737.0,WAW,679,BCN,1218,,0,73H
DY,3737.0,WAW,679,OSL,644,,0,733 73H
DY,3737.0,WAW,679,SVG,666,,0,73H
DY,3737.0,ZAG,1208,CPH,609,,0,73H
DZ,11963.0,DLC,3404,NGB,3387,,0,738
DZ,11963.0,NGB,3387,DLC,3404,,0,738
DZ,11963.0,NGB,3387,SZX,3374,,0,738
DZ,11963.0,SZX,3374,NGB,3387,,0,738
E2,20047.0,ABJ,253,ACC,248,,0,M82
E2,20047.0,ABJ,253,FNA,1059,,0,M82
E2,20047.0,ABJ,253,ROB,1063,,0,M82
E2,20047.0,ACC,248,ABJ,253,,0,M82
E2,20047.0,ACC,248,FNA,1059,,0,M82
E2,20047.0,DKR,1084,FNA,1059,,0,M82
E2,20047.0,FNA,1059,ABJ,253,,0,M82
E2,20047.0,FNA,1059,ACC,248,,0,M82
E2,20047.0,FNA,1059,DKR,1084,,0,M82
E2,20047.0,FNA,1059,ROB,1063,,0,M82
E2,20047.0,ROB,1063,ABJ,253,,0,M82
E2,20047.0,ROB,1063,FNA,1059,,0,M82
E5,16963.0,AMM,2170,HBE,3410,,0,320
E5,16963.0,DMM,2064,HBE,3410,,0,320
E5,16963.0,HBE,3410,AMM,2170,,0,320
E5,16963.0,HBE,3410,DMM,2064,,0,320
E5,16963.0,HBE,3410,JED,2072,,0,320
E5,16963.0,HBE,3410,KWI,2176,,0,320
E5,16963.0,HBE,3410,RUH,2082,,0,320
